DGUID,CSD,PR,DATES,SOURCE
2021A00054713031,Plenty,SK,,
2021A00054713032,Grandview No. 349,SK,,
2021A00054713038,Mariposa No. 350,SK,,
2021A00054713039,Tramping Lake,SK,,
2021A00054713041,Progress No. 351,SK,,
2021A00054713042,Kerrobert,SK,,
2021A00054713044,Luseland,SK,,
2021A00054713046,Heart's Hill No. 352,SK,,
2021A00054713049,Eye Hill No. 382,SK,,
2021A00054713051,Macklin,SK,,
2021A00054713053,Primate,SK,,
2021A00054713054,Denzil,SK,,
2021A00054713056,Grass Lake No. 381,SK,,
2021A00054713059,Tramping Lake No. 380,SK,,
2021A00054713062,Scott,SK,,
2021A00054713064,Reford No. 379,SK,,
2021A00054713067,Landis,SK,,
2021A00054713068,Buffalo No. 409,SK,,
2021A00054713069,Wilkie,SK,,
2021A00054713072,Round Valley No. 410,SK,,
2021A00054713074,Unity,SK,,
2021A00054713076,Senlac No. 411,SK,,
2021A00054713078,Senlac,SK,,
2021A00054713079,Manitou Lake No. 442,SK,,
2021A00054713091,Marsden,SK,,
2021A00054713092,Hillsdale No. 440,SK,,
2021A00054713094,Neilburg,SK,,
2021A00054713096,Cut Knife No. 439,SK,,
2021A00054713098,Cut Knife,SK,,
2021A00054713835,Poundmaker 114,SK,,
2021A00054713836,Little Pine 116,SK,,
2021A00054714001,Hudson Bay No. 394,SK,,
2021A00054714004,Hudson Bay,SK,,
2021A00054714006,Porcupine No. 395,SK,,
2021A00054714007,Porcupine Plain,SK,,
2021A00054714009,Weekes,SK,,
2021A00054714021,Kelvington No. 366,SK,,
2021A00054714022,Kelvington,SK,,
2021A00054714023,Ponass Lake No. 367,SK,,
2021A00054714024,Rose Valley,SK,,
2021A00054714025,Fosston,SK,,
2021A00054714026,Spalding No. 368,SK,,
